Description,Selection Return 01/04/1999 - 01/29/1999,Selection Return 02/01/1999 - 02/26/1999,Selection Return 03/01/1999 - 03/31/1999,Selection Return 04/01/1999 - 04/30/1999,Selection Return 05/03/1999 - 05/28/1999,Selection Return 06/01/1999 - 06/30/1999,Selection Return 07/01/1999 - 07/30/1999,Selection Return 08/02/1999 - 08/31/1999,Selection Return 09/01/1999 - 09/30/1999,Selection Return 10/01/1999 - 10/29/1999,Selection Return 11/01/1999 - 11/30/1999,Selection Return 12/01/1999 - 12/31/1999,Selection Return 01/03/2000 - 01/31/2000,Selection Return 02/01/2000 - 02/29/2000,Selection Return 03/01/2000 - 03/31/2000,Selection Return 04/03/2000 - 04/28/2000,Selection Return 05/01/2000 - 05/31/2000,Selection Return 06/01/2000 - 06/30/2000,Selection Return 07/03/2000 - 07/31/2000,Selection Return 08/01/2000 - 08/31/2000,Selection Return 09/01/2000 - 09/29/2000,Selection Return 10/02/2000 - 10/31/2000,Selection Return 11/01/2000 - 11/30/2000,Selection Return 12/01/2000 - 12/29/2000,Selection Return 01/02/2001 - 01/31/2001,Selection Return 02/01/2001 - 02/28/2001,Selection Return 03/01/2001 - 03/30/2001,Selection Return 04/02/2001 - 04/30/2001,Selection Return 05/01/2001 - 05/31/2001,Selection Return 06/01/2001 - 06/29/2001,Selection Return 07/02/2001 - 07/31/2001,Selection Return 08/01/2001 - 08/31/2001,Selection Return 09/04/2001 - 09/28/2001,Selection Return 10/01/2001 - 10/31/2001,Selection Return 11/01/2001 - 11/30/2001,Selection Return 12/03/2001 - 12/31/2001,Selection Return 01/02/2002 - 01/31/2002,Selection Return 02/01/2002 - 02/28/2002,Selection Return 03/01/2002 - 03/28/2002,Selection Return 04/01/2002 - 04/30/2002,Selection Return 05/01/2002 - 05/31/2002,Selection Return 06/03/2002 - 06/28/2002,Selection Return 07/01/2002 - 07/31/2002,Selection Return 08/01/2002 - 08/30/2002,Selection Return 09/03/2002 - 09/30/2002,Selection Return 10/01/2002 - 10/31/2002,Selection Return 11/01/2002 - 11/29/2002,Selection Return 12/02/2002 - 12/31/2002,Selection Return 01/02/2003 - 01/31/2003,Selection Return 02/03/2003 - 02/28/2003,Selection Return 03/03/2003 - 03/31/2003,Selection Return 04/01/2003 - 04/30/2003,Selection Return 05/01/2003 - 05/30/2003,Selection Return 06/02/2003 - 06/30/2003,Selection Return 07/01/2003 - 07/31/2003,Selection Return 08/01/2003 - 08/29/2003,Selection Return 09/02/2003 - 09/30/2003,Selection Return 10/01/2003 - 10/31/2003,Selection Return 11/03/2003 - 11/28/2003,Selection Return 12/01/2003 - 12/31/2003,Selection Return 01/02/2004 - 01/30/2004,Selection Return 02/02/2004 - 02/27/2004,Selection Return 03/01/2004 - 03/31/2004,Selection Return 04/01/2004 - 04/30/2004,Selection Return 05/03/2004 - 05/28/2004,Selection Return 06/01/2004 - 06/30/2004,Selection Return 07/01/2004 - 07/30/2004,Selection Return 08/02/2004 - 08/31/2004,Selection Return 09/01/2004 - 09/30/2004,Selection Return 10/01/2004 - 10/29/2004,Selection Return 11/01/2004 - 11/30/2004,Selection Return 12/01/2004 - 12/31/2004,Selection Return 01/03/2005 - 01/31/2005,Selection Return 02/01/2005 - 02/28/2005,Selection Return 03/01/2005 - 03/31/2005,Selection Return 04/01/2005 - 04/29/2005,Selection Return 05/02/2005 - 05/31/2005,Selection Return 06/01/2005 - 06/30/2005,Selection Return 07/01/2005 - 07/29/2005,Selection Return 08/01/2005 - 08/31/2005,Selection Return 09/01/2005 - 09/30/2005,Selection Return 10/03/2005 - 10/31/2005,Selection Return 11/01/2005 - 11/30/2005,Selection Return 12/01/2005 - 12/30/2005,Selection Return 01/03/2006 - 01/31/2006,Selection Return 02/01/2006 - 02/28/2006,Selection Return 03/01/2006 - 03/31/2006,Selection Return 04/03/2006 - 04/28/2006,Selection Return 05/01/2006 - 05/31/2006,Selection Return 06/01/2006 - 06/30/2006,Selection Return 07/03/2006 - 07/31/2006,Selection Return 08/01/2006 - 08/31/2006,Selection Return 09/01/2006 - 09/29/2006,Selection Return 10/02/2006 - 10/31/2006,Selection Return 11/01/2006 - 11/30/2006,Selection Return 12/01/2006 - 12/29/2006,Selection Return 01/03/2007 - 01/31/2007,Selection Return 02/01/2007 - 02/28/2007,Selection Return 03/01/2007 - 03/30/2007,Selection Return 04/02/2007 - 04/30/2007,Selection Return 05/01/2007 - 05/31/2007,Selection Return 06/01/2007 - 06/29/2007,Selection Return 07/02/2007 - 07/31/2007,Selection Return 08/01/2007 - 08/31/2007,Selection Return 09/04/2007 - 09/28/2007,Selection Return 10/01/2007 - 10/31/2007,Selection Return 11/01/2007 - 11/30/2007,Selection Return 12/03/2007 - 12/31/2007,Selection Return 01/02/2008 - 01/31/2008,Selection Return 02/01/2008 - 02/29/2008,Selection Return 03/03/2008 - 03/31/2008,Selection Return 04/01/2008 - 04/30/2008,Selection Return 05/01/2008 - 05/30/2008,Selection Return 06/02/2008 - 06/30/2008,Selection Return 07/01/2008 - 07/31/2008,Selection Return 08/01/2008 - 08/29/2008,Selection Return 09/02/2008 - 09/30/2008,Selection Return 10/01/2008 - 10/31/2008,Selection Return 11/03/2008 - 11/28/2008,Selection Return 12/01/2008 - 12/31/2008,Selection Return 01/02/2009 - 01/30/2009,Selection Return 02/02/2009 - 02/27/2009,Selection Return 03/02/2009 - 03/31/2009,Selection Return 04/01/2009 - 04/30/2009,Selection Return 05/01/2009 - 05/29/2009,Selection Return 06/01/2009 - 06/30/2009
Loomis Sayles Growth Y,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-0.721919,0.779319,0.346532,1.358953,-1.723749,-0.661914,1.232607,2.044787,0.586181,-0.541283,0.008637,0.56238,1.461025,-3.849287,-1.591073,0.977968,0.506479,0.884778,-0.477254,-1.145654,-1.085511,0.802919,-0.810547,-1.546167,3.105929,-0.902861,-0.484802,-0.692464,0.000108,-0.046678,-0.428659,1.089784,1.133036,-0.126346,-0.275937,1.267144,1.285584,1.047069,-0.27018,-0.505095,-0.393614,-0.693825,0.699741,0.904265,1.288721,-0.813797,-0.597878,1.541843,1.495713,-0.075377,-0.07244,-1.533693,-1.145388,-2.657318,-2.698485,-2.908411,0.116289,-1.00922,-1.723217,1.625545,-1.56784,-1.175141,-1.440721,2.105027,-1.977843,1.290175,-1.866183,0.447265,-0.957185,-0.859767,0.436862,1.605434,2.007648,0.196564,3.799944,-6.12371,-2.359025,1.359141,1.406603,-0.730604,1.396346,-1.776646,-2.471485,-3.72439,1.473548,-3.168795,-1.861675,0.868887,1.972822,-0.933265,-3.295591,-2.441239,-2.341089
Loomis Sayles Research Y,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.544601,-0.237518,0.524354,0.095914,0.584353,-0.635908,-0.680566,0.973121,0.433344,-0.619312,-1.287,-0.495417,0.545111,-1.601966,-0.083187,0.176919,-0.127998,0.417219,-0.341595,-0.505637,0.171376,-0.133037,-0.95722,-0.864129,0.380005,-0.375231,-0.313403,-0.882019,0.502728,0.014594,-0.235598,-0.036005,0.344148,-0.91092,-0.668552,0.735533,-0.919013,0.54459,0.130145,1.1778,-0.381826,0.756067,-0.805961,0.418874,0.731713,-0.840128,-0.707668,0.930687,0.093555,0.785312,-0.03503,-0.620243,0.196702,-0.835789,-1.409387,-0.182479,-0.029621,0.721521,-1.293225,0.624537,-0.798731,-0.760568,-0.640098,0.537632,-0.361884,0.402352,-0.328825,0.140857,-0.469711,-0.72972,-0.513721,1.951295,1.064999,0.141725,1.694493,-2.022602,-0.872394,0.767881,0.645449,-0.127048,0.688069,-0.735266,-0.484655,-0.198834,1.478443,-0.036129,0.255577,-1.333458,-0.661003,-0.38932,-0.073973,-1.321556,-0.587829
Lord Abbett Stock Appreciation A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.577695,2.206599,-1.887183,-0.579928,-4.006261,0.540895,-3.462949,-0.384718,-0.045066,-0.408432,-0.2346,-0.312425,1.231723,-1.618091,-0.914367,0.471486,0.491039,0.546171,-0.821459,-0.939626,0.035303,-0.223242,-0.356671,-0.277651,0.352349,-0.591556,-0.548875,-0.399307,-0.20593,-0.111667,-0.935924,0.045153,-0.23167,-0.329595,-0.453363,-0.600514,0.07291,-0.930596,0.159427,-0.525727,-1.584209,-0.260245,1.152722,0.209518,-0.243615,0.434618,0.482574,0.414605,1.92674,-0.560194,-0.921562,1.613919,-2.171486,-0.468037,0.101802,-1.3699,-0.453231,-1.899714,-0.50256,1.624903,-1.255882,0.317567,-1.681588,0.271686,-1.009191,0.041139,-1.080234,-0.321378,-0.028424,0.280741,1.188221,1.626085,0.778687,-0.235637,-0.607823,-2.272587,0.099334,1.038569,0.219577,-0.564844,0.697902,-0.914463,-1.926555,-0.695368,1.660186,-2.42592,-0.404757,0.327127,-0.396408,0.720228,-0.64799,-2.835369,-1.094599
Lou Holland Growth,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.589035,-0.048129,1.007675,0.218368,1.596426,-0.058493,-0.183649,0.609875,-0.227041,-0.198414,-0.854965,-0.224295,0.12517,-0.749402,-1.220798,0.517274,0.109888,0.78514,0.827684,-1.115242,-1.199224,-0.083904,0.396253,0.416502,-0.044801,-0.181501,-0.790149,0.676716,1.312828,0.492873,-0.338413,0.465638,-0.444144,0.703779,-0.760031,0.393644,-0.549482,-0.214337,-0.342549,-0.691012,-0.610446,-1.118512,-1.057896,-0.335792,-0.618554,0.210341,0.087937,-0.396549,0.250174,-1.826409,-0.128048,-0.968644,-2.211686,0.173651,-0.858865,-0.819611,0.368457,0.591134,-0.916813,0.085687,-2.081941,-0.798731,-0.798987,-0.867972,-1.120522,-0.123996,1.075064,1.149295,-0.218739,-1.31633,-0.279918,-0.41616,0.19517,-0.057878,0.543043,-1.603565,1.33249,0.757057,1.687608,0.371041,0.965277,-2.761911,2.519476,0.102118,0.296575,1.951487,-2.354319,0.113292,0.941993,-0.365274,1.221958,1.137237,-1.208715
MEMBERS Large Cap Growth A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.040534,0.128686,0.834456,-4.70437,0.824099,0.552172,-1.820674,-2.652886,-1.383927,1.397526,-2.316444,-1.230824,0.454906,1.793887,-0.44852,-0.343737,-0.543424,-0.306728,-0.093552,-0.018067,-0.428593,-0.469401,0.041509,-0.941111,-0.521592,0.353872,0.016369,-1.421089,-0.46639,-1.12206,0.729441,0.073081,0.755823,0.646731,-0.851653,0.534603,-0.771393,-0.825208,-0.368108,0.183221,0.117321,-0.108151,-0.745109,-0.454441,-0.209594,-0.678668,0.100853,-0.277569,-0.722408,-0.344022,-1.201025,-0.815386,-0.059016,0.527962,-0.754206,-0.454635,-0.0827,-0.54162,-0.55884,0.438837,0.181346,-0.126257,-0.561603,-0.004596,-0.743232,0.052411,-0.379114,-0.592392,0.64615,0.134801,0.638221,0.457437,-0.081014,0.12703,0.007801,-0.756873,0.02163,0.099334,0.970392,-0.084373,0.46581,-0.621054,0.110938,-0.700162,0.695428,-0.251354,0.494952,1.330487,1.014868,2.130012,-1.131698,-0.367626,-0.460064
MFS Core Growth A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-0.784567,0.094068,-0.285899,-1.541244,0.220015,-0.066467,-0.541581,-0.124856,-0.646392,-0.688482,0.310473,0.435325,-1.39001,-1.705785,-2.401581,-0.476555,0.318779,-0.323209,0.015771,-0.120122,-0.36035,-0.610928,-0.855724,-2.273453,-0.273801,-1.522652,-0.210162,-0.171074,-0.051385,-0.38883,0.631288,-0.034724,0.278766,0.217671,0.002325,0.218937,0.202891,0.476156,0.495825,0.353844,-1.189147,0.219625,0.317471,0.119168,-0.37344,0.396834,-0.398433,0.423434,0.98796,-1.425859,0.381482,0.559737,-0.540895,-0.507277,0.061058,-1.282816,0.991689,-0.307347,-0.198142,0.149346,-0.759925,0.431805,-0.177846,0.30789,-1.025075,0.281459,0.676265,0.11167,0.096723,-1.140921,0.308177,0.674555,0.760354,0.663831,0.577227,0.166772,0.628511,0.120628,0.267006,0.251689,0.981761,-0.920422,-0.557843,-0.176986,-1.264678,0.349253,-2.755137,-0.30859,-1.058472,-0.689039,-0.876686,-1.382358,-0.987145
MFS Growth B,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.471417,-0.070604,-0.78494,-2.664603,-0.989397,-0.398073,-1.852317,-1.066773,0.54559,-0.873356,0.091519,-0.897849,-1.287205,-2.648823,-0.121287,0.427906,-0.640337,2.039732,0.538531,-1.660267,-0.160078,-0.919343,-1.214333,-1.877826,-0.797342,-0.634535,-0.711423,0.165455,0.697911,-0.213609,-0.331152,0.142671,-0.118721,-1.459078,-0.348744,0.280058,1.486361,0.006566,0.359526,0.571248,-2.677376,-0.606348,0.46953,-0.082387,0.265117,-0.401955,-0.258468,0.640828,2.232103,-1.61452,-0.066197,-0.057998,-1.163892,-0.305245,-0.016313,-2.636531,0.406321,-0.860548,-0.808804,0.373307,-0.977564,0.921108,-0.769236,0.209006,-0.33703,0.129914,0.095302,0.247442,0.494901,-0.41651,1.401339,1.220034,1.986285,0.008575,0.165016,-1.013966,-0.049647,-0.112326,1.223234,1.124672,1.456578,-2.190185,0.314199,-1.070257,1.554687,-0.81673,-1.771934,-0.25222,-0.369149,-1.235061,-1.398204,0.936965,-0.144628
MFS Massachusetts Investors Gr Stk A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.033679,0.802196,-0.117036,-1.70743,-0.068542,0.453386,-0.439291,0.083069,-0.14417,-0.311195,0.014567,0.51655,-1.036797,-1.621703,-1.615672,-0.241013,0.344835,-0.324095,0.415293,-0.183862,-0.3538,-0.549489,-0.762815,-1.736528,-0.699989,-1.392836,-0.073474,0.209312,-0.0464,-0.611521,-0.248434,0.119538,0.088874,0.196027,-0.03112,0.152463,0.762193,0.333319,0.786376,0.355485,-1.228797,0.268687,-0.123573,0.000148,-0.593234,0.231385,-0.694304,0.09055,0.693135,-1.760274,0.430078,0.385306,-0.270755,-0.453054,-0.180502,-1.180223,0.485565,-0.915685,0.176498,0.565387,-0.815417,0.416617,-0.42343,-0.599216,-0.780453,0.081042,1.069334,-0.406269,0.722223,0.269549,-0.364588,0.154098,-0.233484,1.021002,-0.244946,0.544446,-0.490061,0.867085,-0.7839,-0.627122,-0.288207,0.524284,0.565733,0.564509,-1.230457,-0.033525,-1.293125,0.578058,1.241986,-0.541862,1.274357,-0.181432,0.122811
MMA Praxis Growth Index A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-0.121783,-0.345325,-0.073957,-0.407456,-0.025826,0.186948,-0.246936,-0.241094,-0.114225,-0.120028,0.451097,0.004324,-0.264325,-0.043886,0.308142,0.253944,-0.759035,-0.771189,-0.77167,0.364671,0.582492,-0.048178,-0.625918,-0.847324,0.359565
MTB Large-Cap Growth A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-0.429118,0.101089,0.537748,-1.173794,0.931678,0.294472,0.176195,-0.909936,-0.916039,-0.618925,-0.157391,-0.331224,-0.456192,-1.022231,-0.501294,-0.610582,-0.171334,2.1439,-1.614252,-0.195679,-1.191192,-0.596204,-1.5686,-1.226466,-1.127952,-1.156497,1.877832,-0.934605,1.388575,1.046091,0.395326,0.319655,-0.638331,-0.76495,-1.681922,-0.749047,0.219992,-0.79393,0.437488,-0.265809,-0.262922,0.358342,-0.103966,-0.136868,-1.033818,0.379114,-0.59984,-0.551756,-0.965515,-0.275289,-0.268202,0.705525,-0.532145,-0.084597,-0.541305,-0.081724,-0.486552,0.208763,0.460984,-0.372345,-0.946792,0.016215,-0.498926,-0.519929,-0.37633,0.681534,-0.170221,-0.369713,0.686229,0.044153,0.289917,0.406903,-1.184585,-0.914906,0.426428,-1.294978,-0.399786,-0.184364,0.849441,-0.31981,0.712232,-1.478861,0.907712,0.027204,0.511804,-0.628263,-1.029793,0.36043,0.193492,-0.151762,-0.101478,1.105379,-0.327626
MTB Multi Cap Growth Instl I,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.625669,0.198658,-0.601959,0.412669,-6.461242,-0.615004,-0.904797,-1.325064,-0.159188,0.201098,0.453629,-0.059998,-0.412713,-4.058689,1.44445,1.422597,-1.902419,0.043312,0.540418,0.469247,-0.69837,-0.665482,-1.006321,-0.328601,1.435166,0.81068,-1.109858,-1.255606,-1.525612,-1.829831,-0.629321,-0.066076,0.787944,0.160315,-0.919577,-0.555132,-2.35891,-0.004142,0.306346,-1.273369,-0.469851,0.368767,0.14711,-0.116648,-1.184246,-0.174792,-0.258448,0.17934,-0.511523,-0.253165,-0.241274,0.405349,-0.52988,-0.349561,-0.113024,-0.008005,-0.416236,0.230027,-0.095863,-0.176063,-0.896863,-0.254498,-0.20659,-0.097665,-0.034162,0.667635,-0.188242,0.277126,0.213143,-0.464812,1.197767,0.844122,-0.291792,-0.905143,1.150193,-1.451103,-0.274289,0.101826,0.943084,-0.003471,1.224458,-1.591177,0.54719,0.452426,0.689861,-0.302264,-1.00196,0.079234,0.047069,0.835645,0.094704,0.712561,0.025784
Madison Mosaic Instl Equity Option,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-0.302797,0.517543,-0.843835,0.019375,-0.304946,1.187279,-1.231146,-2.842507,0.386452,-0.181362,-0.521177,-0.756784,0.221938,-1.610103,-2.759798,0.999444,-0.257421,-0.418873,-0.930567,-4.977705,-1.831808,3.274922,-0.170118,-1.834104,0.772767,-0.737514,-1.601227,0.255746,1.571829,0.899477,-0.287937,-2.200008,1.425347,1.871458,2.780936,3.483355,-1.544729,2.251709,-0.12571
Madison Mosaic Investors,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.727365,0.288864,-0.435363,0.765858,1.656657,-1.538708,1.915919,1.027402,-0.211357,0.568422,0.310066,-0.812878,0.61766,0.510711,-1.25243,0.50333,-1.246514,-0.066681,1.574109,-0.633996,-1.372829,0.931707,-0.016186,-0.979295,-0.975687,0.517091,-1.58158,0.641652,0.896592,-0.246342,0.823305,-0.252394,-0.575862,0.124659,0.36449,-0.199645,0.955631,-0.840019,1.075554,0.139748,-1.284112,0.057154,-1.712959,-0.551279,0.177005,-0.882953,-0.499665,-1.053592,0.305757,-0.79027,-1.281057,1.032599,-0.574153,0.070915,-0.022451,1.202485,-0.603479,-0.252886,1.459571,1.870387,-0.528971,-0.915065,0.965837,-0.92384,-1.295271,-1.18766,0.593165,-0.87572,0.278914,0.278762,-0.433888,-0.162781,-0.621297,2.681215,-0.697252,0.96288,0.798064,-0.144211,-1.275004,-0.678509,-1.191857,1.350352,1.110017,0.837629,-1.631385,0.564382,-1.253112,-0.493693,2.410588,0.866968,1.555952,1.175496,1.427536
MainStay 130/30 Growth A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.60069,-1.737544,1.807526,0.572011,0.621916,1.701925,-1.311553,-0.637055,0.51347,-0.686342,0.20065,1.485742,-1.404948,-1.183336,-1.198553,-0.622533,-0.560722,-0.299926,0.118646,-1.707666,-0.625725,-1.934227,-1.300663,-0.782737
MainStay All Cap Growth I,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.718007,3.08987,-1.914177,-1.77303,-2.356648,-0.823377,-0.084603,0.096672,-0.684656,-0.643208,-0.389348,0.696339,-1.456462,-4.437292,-0.025271,-0.376048,-0.601901,-0.647387,1.157169,-0.99551,-1.260995,-0.008872,-0.146456,-2.155141,-0.675103,-0.36128,0.278069,-1.188061,-0.128123,0.12584,-0.766218,0.428329,-0.973053,-0.098379,-1.670306,0.484497,-1.447384,-0.299174,0.786612,0.888641,0.500582,-0.731188,-0.478676,2.251666,1.54456,0.632297,-0.793078,-0.294671,1.062675,-0.188971,0.247253,-1.027827,-0.65704,-0.73856,0.58458,-0.361073,0.276042,-0.57849,-2.21344,0.912591,-0.758208,-1.387524,-0.803339,-0.297595,0.323806,0.563956,-0.323603,1.619589,0.110703,-0.339955,-0.274777,0.388959,0.147844,-0.304516,0.469173,-2.147695,0.626458,-0.20535,0.229605,-0.446502,-0.600402,1.304594,0.632029,-0.761947,-1.728667,-1.221534,-0.41873,2.94067,0.4246,-1.637624,-2.719685,-1.087486,-0.558599
MainStay Capital Appreciation B,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-2.812611,2.795702,-2.037909,-1.926696,-2.469487,-0.817271,-0.092809,-0.079332,-0.793378,-0.853945,-0.604143,0.312566,-1.507074,-4.41325,-0.198469,-0.442381,-0.758305,-0.741217,0.741322,-1.012849,-1.265567,0.149244,-0.09874,-2.245977,-0.481772,-0.405506,0.201132,-0.950734,-0.14786,0.046283,-1.119268,-0.343023,-1.269937,0.077668,-2.119269,-0.409337,-1.146676,-0.774549,-0.101994,0.056003,-0.972164,-0.156566,-1.28386,0.645122,1.057253,0.343742,-0.797679,-0.323577,0.012625,0.664411,-0.409537,-0.951033,-0.258294,-1.23976,0.321764,-0.020656,-0.095715,0.068558,-1.567506,0.680104,-2.199411,-1.432003,-1.645037,0.050172,-0.156365,1.125554,-0.41214,0.462392,-0.319704,-0.733435,-0.486277,0.119898,0.270897,-2.301713,-0.023241,-3.606136,0.544576,-1.596094,1.607856,-0.53212,0.86206,-1.852102,1.052377,-1.699633,1.231888,-0.598979,-1.251994,0.730216,-0.512651,-1.266216,-1.875098,-0.3477,-0.165056
MainStay Growth Equity A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.134632,0.69874,0.581209,0.382069,-0.563088,0.143032,-0.222651,0.457265,0.087409,0.161536,-0.211069,-0.855447,0.121253,-0.697836,0.089229,-0.127118,-0.145658,0.575453,0.285817,-0.240628,-0.429841,1.365907,0.189067,-0.056286,1.361121,-0.249347,-1.009346,0.625773,-0.162344,0.20799,1.03828,-1.346383,-0.596816,-1.001038,-0.286354,0.066286,-0.028429,-0.193964,-0.711732,-0.720781,-0.936829,-1.062186,-1.258625
MainStay Large Cap Growth A,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-1.132646,2.055072,-1.35701,-0.087701,-1.347447,1.056123,-0.157413,0.433736,0.566085,-1.031168,-0.721552,1.178545,-0.883257,-3.828312,-0.158677,0.837408,1.327231,-0.414172,3.292753,-1.205154,0.092252,-1.019781,-0.414851,-2.043097,1.389201,-0.386808,-0.660691,0.33252,0.044118,1.052426,1.410142,0.258701,-1.160388,-0.088485,0.265618,1.852495,0.710092,1.049308,-0.509309,-0.183005,-1.481004,0.908902,1.131191,0.983314,-0.102762,-0.210171,0.013103,1.500265,0.751871,0.19672,0.051914,0.91485,-0.999529,-1.447749,-1.329442,-0.148383,1.002426,-1.153472,0.384049,0.776412,-1.49674,-1.573182,-0.368982,0.478447,-0.742957,0.425496,-1.338823,1.721876,0.616908,0.362019,0.359543,1.21385,1.683204,1.107975,-0.05189,-1.229827,0.089702,0.207,1.434898,0.928557,1.064954,-0.107579,-0.702464,-1.878871,0.159894,0.40832,-1.453178,1.216712,1.78459,-0.350761,-0.629288,-1.850315,-0.352337
